"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tiny"	"Growth"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_antimage_Description"	"Gains %bonus_attack_speed% bonus attack speed and replaces move commands with blinks. Lasts %duration% seconds.\n<font color=\"#606060\">Blinks from this talent will evade all homing projectiles; <br>Blinks from this talent ignore entanglements.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_antimage_Lore"	"In his encounter with the Dead Gods, Anti-Mage learned the value of being elusive."


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_monkey_king"	"Jingu Mastery"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_monkey_king_Description"	"Monkey King's attacks awaken the Jingu Bang's power. Gain 200 points’ bonus attack range passively. <br><br> When the cooldown of the spell is less than 6 seconds, increase attack range by 200 points, gain bonus attack damage equal to 100+20*number of rounds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_monkey_king_Lore"	"Always sensitive to the moods of its master, the Jingu Bang radiates power when Sun Wukong's combat fervor is on full display."


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void"	"Proficiency: Time Shift"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_Description"	"When Faceless Void takes damage exceeding %line%%% of his maximum health, he becomes immune and triggers <font color='#9370db'>Time Shift</font>.\n<h1><font color='#9370db'>Activation: Time Shift</font></h1>Teleports to a random location within %radius% units around himself and restores some of his missing health. Upon arrival, performs a <font color='#F0FFFF'>[orb and basic attack effects apply; cleave and splash do not apply]</font> bonus attack against nearby enemies.<br><br>Faceless Void is invulnerable during the teleportation and for several seconds after arriving."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_Lore"	"For ordinary beings, time is irreversible. But for Faceless Void, the Fear of the Dark, time is merely a point in a two-dimensional space — one that he can traverse freely."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_heal"   "%▶ Missing health restored:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_attack_radius" "▶ Attack radius:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_max" "▶ Max attack targets:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_faceless_void_duration" "Invulnerability duration:"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_faceless_void"	"Time Shift"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_faceless_void_Description"  "▶ Missing health restored: %fMODIFIER_PROPERTY_TOOLTIP%%%,<br>▶ Attack radius: %fMODIFIER_PROPERTY_TOOLTIP%,<br>▶ Max attack targets: %fMODIFIER_PROPERTY_TOOLTIP%"  


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_keeper_of_the_light"	"Spirit Form"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_keeper_of_the_light_Description"	"Ezalor illuminate his body, increasing casting speed by 40%% and cast range by 300 points. "
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_keeper_of_the_light_Lore"	"In a flash of light, Ezalor reveals his true and original self. "

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tinker" "Proficiency: Overdrive Reloader"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tinker_Description" "Boush activates his Overdrive Reloader, rapidly restoring the cooldown of his refreshable abilities for %duration% seconds.\n<h1>Passive: Cooldown Reforger</h1>Cooldown reduction will provide a certain percentage of bonus damage [×]."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tinker_Lore" "A new battery here, a few rocket shells there, Boush continuously improves existing technology."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tinker_cds" "%▶Cooldown recovery speed while active:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tinker_outgoing" "%▶Bonus damage per 1% cooldown reduction:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tinker" "Overdrive Reloader"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tinker_Description" "▶Cooldown recovery speed while active: %fMODIFIER_PROPERTY_TOOLTIP%%%<br>▶Bonus damage per 1%% cooldown reduction: %fMODIFIER_PROPERTY_TOOLTIP%%%<br><br>Damage bonus gained from this talent: %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tinker_buff" "Overdrive Reloader Active"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tinker_buff_Description" "Cooldown acceleration active!"


"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage"	"Obsessive Scholar"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_Description"	"<h1>Passive: Book Obsession</h1> At the start of each round, Zagronas permanently gains a small amount of intelligence and enters a low attack priority state.<br><h1>Passive: Awakening</h1> After using a skill for the first time in each round, loses the low priority state granted by 'Book Obsession' and increases his own intelligence and the intelligence gained from 'Book Obsession' for a certain duration."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_Lore"	"Zagronas is obsessed with the arcane practices of the Pale Nest. When he looks up, he finds that the world has already changed dramatically."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_Note0"	"<font color='#606060'>Awakening is only triggered by skills with a cooldown greater than 1 second.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_int"	"Intelligence Growth:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_duration"	"Duration: Hero Level x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_base_int"	"Additional Intelligence from Awakening:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_skywrath_mage_index"	"% Additional Intelligence from Awakening (from 'Book Obsession'):"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_skywrath_mage"	"Book Obsession"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_skywrath_mage_Description"	"Give INT"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane" "Proficiency: Nightmare of the Divine"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_Description" "Atropos merges into the dream of a designated allied hero, granting them high attribute bonuses while continuously losing health, and triggers <font color='#9370db'>Nightmare Overflow</font> upon effect expiration.<br><br>If the target is not self, the caster is unable to act and becomes invulnerable during the duration.\n<h1><font color='#9370db'>Nightmare Overflow</font></h1>Intimidates enemies within %radius% range around the target, causing them to flee from the target unit, while increasing damage taken and disabling passives."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_Lore" "The pain brought by the source of disaster is like the first wave when someone chose Shadow Fiend at level 5."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_duration" "Duration:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_hpcost" "%Max health lost per second:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_attack" "%▶Attack damage increase:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_spell_amp" "%▶Spell amplification increase:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_profic" "%▶Proficiency increase:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_fear_duration" "<br>Nightmare Overflow fear duration:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_bane_incoming" "%▶Nightmare Overflow damage increase:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane" "Nightmare of the Divine"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane_Description" "▶Attack damage increase: %fMODIFIER_PROPERTY_TOOLTIP%%%<br>▶Spell amplification increase: %fMODIFIER_PROPERTY_TOOLTIP%%%<br>▶Proficiency increase: %fMODIFIER_PROPERTY_TOOLTIP%%%<br>▶Nightmare Overflow damage increase: %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane_buff" "Nightmare of the Divine"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane_buff_Description" "Attack damage increased by %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Spell amplification increased by %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Proficiency increased by %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane_debuff" "Nightmare Overflow"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_bane_debuff_Description" "Passives disabled, damage taken increased, fleeing"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_oracle"	"Fate Rewriting"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_oracle_Description"	"The Oracle can respawn allies without going into an enfeeble status, which means resurrect 4 allies at once without penalty."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_oracle_Lore"	"Carefully integrating all the complex spell at his disposal, Oracle can manipulate the fate of his teammates."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster"	"Beast Mastery"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_Description"	"<h1>Passive: King of Beasts</h1> Beastmaster gains summon strength based on his level [+].<br><h1>Passive: Beast Spirit Return</h1> When summoned units called by Beastmaster die, they restore a small amount of mana to Beastmaster."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_Note0"	"<font color='#606060'>Summoned units that expire due to natural duration do not trigger Beast Spirit Return.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_Lore"	"Beastmaster is the leader of all beasts, having a high affinity with summoned creatures."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_summon"	"% Base Summon Strength:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_bonus_summon"	"% Additional Summon Strength: Hero Level x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_beastmaster_mana_get"	"% Mana Restored:"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dark_seer"	"Strategy"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dark_seer_Description"	"Dark Seer empowers all allied heroes with %bonus_spell_amp%%% increased spell amplification and healing amplification."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_dark_seer_Lore"	"Dark Seer have the genius to turn the tide of battle to their advantage."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mars"	"Half a blood Arena"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mars_Description"	"Increases health regeneration speed of allies within 500 radius with Mars’ foot as the centre by %heal%% maximum health/sec."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_mars_Lore"	"Wherever Mars goes, it becomes a battlefield."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_magnataur"	"Skewer"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_magnataur_Description"	"Magnus rushes towards a direction, goring enemy units on his massive tusk to the finish point, dealing damage equal to his STR*5+200, becoming invisible during his sprint. "
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_magnataur_Lore"	"Magnoceros horns are valuable in direct proportion to their danger to prospective merchants."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven"	"Lone Wolf"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven_Description"	"Sven's combat abilities are greatly enhanced when there are no other allied units within %radius% range around him. In multiplayer mode, each additional player increases this buff effect."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven_Lore"	"Sven follows only the laws within his own heart. Not easily trusting others, he has mastered the art of fighting alone."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven_atb"	"All Attributes Increase:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven_cd"	"%Cooldown Reduction:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_sven_atb_per"	"Additional All Attributes per Player:"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin"	"Proficiency: Bingo!"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin_Description"	"Matridi possesses a powerful critical strike ability. Her attacks have a %chance_min%%%-%chance_max%%% chance to land a critical strike with a variable multiplier.<br><br>Each critical strike triggers <font color='#9370db'>Phantom</font> and alters the chance value.<br>Smart Cast: The chance and multiplier values change every second.\n<h1><font color='#9370db'>Phantom</font></h1>Gain %evasion%%% Evasion and %move%%% Movement Speed for %duration% seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin_Note0"	"<font color='#606060'>Regardless of how the chance and multiplier change, the expected value remains constant.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin_mult_max"	"%▶ Base Maximum Critical Strike Multiplier:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin_bonus_mult_max"	"%▶ Bonus Maximum Critical Strike Multiplier: Hero Level ×"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_phantom_assassin_Lore"	"Walking in the shadows, knowing the light."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_phantom_assassin"	"Bingo!"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_phantom_assassin_Description"	"Current Critical Strike Chance: %fMODIFIER_PROPERTY_TOOLTIP%%%<br>Current Critical Strike Multiplier: %fMODIFIER_PROPERTY_TOOLTIP%%%<br><br>▶ Maximum Critical Strike Multiplier: %fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_phantom_assassin_buff"	"Phantom"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_phantom_assassin_buff_Description"	"Increased Evasion and Movement Speed"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_techies"	"Blast"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_techies_Description"	"After 1 second of friendly heroes death, deals magic damage equal to 50%% of its own health to enemies within a 700 radius. Also reduces 50%% respawn time of Techies."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_techies_Lore"	"Where are we going?"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_silencer" "Proficiency: Intellect Drain"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_silencer_Description" "When an enemy dies within %radius% range of Nortrom (or while affected by a visible debuff applied by him), he permanently gains Intelligence. He always gains Intelligence from kills he secures himself."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_silencer_int" "▶ Intelligence gained per stack:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_silencer_Lore" "The Silencer extends silence, absorbing words into stillness."
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_silencer" "Intellect Drain"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_silencer_Description" "▶ Current Intelligence gained: %fMODIFIER_PROPERTY_TOOLTIP%"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter"	"Proficiency: Tidal Surge"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_Description"	"When off cooldown, Leviathan summons %num% tidal waves at the center of the battlefield, dealing Ice-type damage to enemies and applying Soaked.nSoakedReduces armor and magic resistance, and grants +%freezing_incoming%%% vulnerability to Frostbite."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_Lore"	"In a fit of overwhelming fury, Tidehunter crushes his enemies beneath the tide."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_Note0"	"Subsequent waves deal only 10%% damage."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_damage"      "▶ Base Damage:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_bonus_damage"   "%▶ Primary Attribute Damage:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_armor"     "▶ Soaked Armor Reduction:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_mrs_down"     "%▶ Soaked Magic Resistance Reduction:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_tidehunter_duration"     "Soaked Duration:"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tidehunter"	"Tidal Surge"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tidehunter_Description"	"▶ Damage: %dMODIFIER_PROPERTY_TOOLTIP%▶ Armor Reduction: %dMODIFIER_PROPERTY_TOOLTIP%▶ Magic Resistance Reduction: %dMODIFIER_PROPERTY_TOOLTIP%%%"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tidehunter_effect"	"Soaked"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_tidehunter_effect_Description"	"Armor reduced by %dMODIFIER_PROPERTY_TOOLTIP%, Magic Resistance reduced by %dMODIFIER_PROPERTY_TOOLTIP%%%, and %dMODIFIER_PROPERTY_TOOLTIP%%% Frostbite Vulnerability"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_terrorblade"	    "Proficiency: Refracted Blade"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_terrorblade_Description"	    "Every %count%th attack by Terrorblade refracts the soul of his target, dealing additional dark-type damage equal to a percentage of the target’s full attack damage. Damage beyond a certain threshold is significantly reduced."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_terrorblade_mirror_attack"	    "%▶ Damage from Target's Attack:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_terrorblade_Lore"	"The Demon Marauder steals precisely what you hold most dear."  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_terrorblade"	"Refracted Blade"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_terrorblade_Description"  "▶ Damage: Target’s Attack × %fMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling"	"Proficiency: Body of the Wave"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_Description"	"<h1>Passive: Tidal Strike</h1>Morphling has a chance on basic attack to fire a <font color='#9370db'>Shifting Tide</font> in the direction of the enemy and empower his next basic attack, causing it to deal bonus physical damage based on his full attack.\n<h1><font color='#9370db'>Trigger: Shifting Tide</font></h1>Pierces enemies, and each unit hit grants Morphling a small amount of strength and agility for a duration. Stacks independently."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_Lore"	"For Morphling, the waves he creates carry a fragment of his own magical essence."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_Note0"	"<font color='#606060'>Shifting Tide grants up to 300 total attributes.</font>"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_chance"	"% Chance to Trigger:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_damage"	"▶ Empower Bonus Damage: Full Attack Damage x"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_str"	"<br>Strength Gained per Shifting Tide Hit:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_agi"	"Agility Gained per Shifting Tide Hit:"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_morphling_duration"	"▶ Duration of Shifting Tide Buff:"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_morphling"	"Body of the Wave"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_morphling_Description"  "▶ Empower Bonus Damage: Full Attack Damage x%fMODIFIER_PROPERTY_TOOLTIP%<br>▶ Shifting Tide Buff Duration: %fMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_morphling_buff"	"Shifting Tide"
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_morphling_buff_Description"  "Strength increased by %fMODIFIER_PROPERTY_TOOLTIP%<br>Agility increased by %fMODIFIER_PROPERTY_TOOLTIP%"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight"	"Proficiency: Chaotic Strike"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_Description"	"When Nezha's basic attack hits, there is a %chance%%% chance to trigger one of the following effects: <font color='#9370db'>Chaotic Barrage</font>, <font color='#9370db'>Reality Strike</font>, or <font color='#9370db'>Cataclysmic Stomp</font>.<br><br>If the random value is at its maximum or minimum, the empowered version of the effect is triggered.\n<h1><font color='#9370db'>Trigger: Chaotic Barrage</font></h1>Shoots chaotic arrows at the attack target and up to %max_1% enemies within %radius_1% range, dealing random Dark damage.<font color='#D8BFD8'><br>Empowered: Radius increased to %radius_1p%, targets increased to %max_1p%, damage increased to %damage_index_1%%%.</font>\n<h1><font color='#9370db'>Trigger: Reality Strike</font></h1>Randomly applies Break, Disarm, or Silence to the target.<br><font color='#D8BFD8'>Empowered: Applies all effects simultaneously and increases damage taken by %incoming_2%%%.</font>\n<h1><font color='#9370db'>Trigger: Cataclysmic Stomp</font></h1>Stuns enemies within %radius_3% range and purge-cleanses self.<br><font color='#D8BFD8'>Empowered: Enters magic immunity for %duration_3% seconds.</font>"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_Lore"	"The Chaos Knight has come to erase your light."  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_damage_min"    "▶Minimum Damage of Chaotic Barrage: Hero Level × Strength ×"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_damage_max"    "▶Maximum Damage of Chaotic Barrage: Hero Level × Strength ×"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_duration_2"    "▶Duration of Reality Strike:"  
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_chaos_knight_stun_duration_3"    "▶Stun Duration of Cataclysmic Stomp:"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight"	"Chaotic Strike"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_Description"   "▶Minimum Damage of Chaotic Barrage: Strength × %fMODIFIER_PROPERTY_TOOLTIP%<br>▶Maximum Damage of Chaotic Barrage: Strength × %fMODIFIER_PROPERTY_TOOLTIP%<br>▶Duration of Reality Strike: %fMODIFIER_PROPERTY_TOOLTIP%<br>▶Stun Duration of Cataclysmic Stomp: %fMODIFIER_PROPERTY_TOOLTIP%"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_broken"	"Reality Strike: Break"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_broken_Description"    "Passive Break"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_silence"	"Reality Strike: Silence"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_silence_Description"   "Unable to cast spells"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_disarmed"	"Reality Strike: Disarm"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_disarmed_Description"  "Unable to attack"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_all"	"Reality Strike: Chaos"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_all_Description"  "Break, Silence, Disarm, and greatly increased damage taken"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_magic_immune"	"Cataclysmic Stomp: Magic Immunity"  
"DOTA_Tooltip_modifier_heroTalent_npc_dota_hero_chaos_knight_magic_immune_Description"  "Magic Immunity"

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_meepo"	"Synthetic We Stand"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_meepo_Description"	"Meepo grants a ability point every 4 rounds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_meepo_Lore"	"Multi-line operation is too difficult, and sometimes it is not a bad thing to be integrated into one."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_witch_doctor"	"Hanging Pot To Help The World"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_witch_doctor_Description"	"Witch Doctor's expertise in medicine grants him a healing amplification of %heal_amp%% + %heal_amp_lvl%% * hero level."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_witch_doctor_Lore"	"Zharvakko has a unique understanding of medicine."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_jakiro"	"The Amalgamation Of Ice And Fire"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_jakiro_Description"	"Jakiro's Liquid Ice and Liquid Fire do not consume mana, and the cooldown of Liquid Fire is reduced by %fire_cd_reduce% seconds, while the cooldown of Liquid Ice is reduced by %ice_cd_reduce% seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_jakiro_Lore"	"Trapped within the armature of its monstrous body, the powers of ice and fire combine, and now no enemy is safe."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_enigma"	"Oblivion's Gaze"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_enigma_Description"	"When Enigma activates his Malefice, it deals an additional %damage%%% damage and has an increased area of effect by %radius%%. Moreover, its cooldown before reductions is shortened by %cd_reduce% seconds."
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_enigma_Lore"	"The malice from beyond the world cannot directly annihilate the surface realm, yet its impact remains fiercely potent."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_earthshaker"	"The Mountains Echoed"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_earthshaker_Description"	"Increase your strength by %str_bonus% points when allies cast spell and you gain Echo, independent stacking and lasting for 30 seconds"
"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_earthshaker_Lore"	"Frightens all armies and renowned in the world."

"DOTA_Tooltip_ability_heroTalent_npc_dota_hero_slardar"	"Water Area"
