"HUD_player_artifact_Title" "Artifact: <font color=\"#6de2c5\">{s:ability_owner}</font>"
"DOTA_Tooltip_modifier_item_hd_holy_staff_effects_buff_Description"	"All attributes increased"  

"DOTA_Tooltip_ability_item_hd_exp_book_effects"	"The Guide to Growing Through the Game"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_main_ability_title"	"Passive: Read the Guide"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_main_ability"	"Gains one stack of <font color='#9370db'>Studying the Guide</font> every round. Removing this relic removes all stacks.<br><br>Gains permanent %block% damage block when <font color='#9370db'>Studying the Guide</font> reaches %check1% stacks<br>Instantly gains %gold% gold when <font color='#9370db'>Studying the Guide</font> reaches %check2% stacks<br>Gains permanent +%outgoing%%% outgoing damage when <font color='#9370db'>Studying the Guide</font> reaches %check3% stacks [×]"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_Lore"	"A book published 3 years ago — its usefulness has long since faded."  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_maxhp_regen"	"%+$maxhp_regen"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_1"	"【Focus Mode】 While not moving, gains %maxmp_regen_1%%% max mana regeneration"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_2"	"【In-Depth Reading】 <font color='#9370db'>Read the Guide</font> has a %chance_2%%% chance to grant two stacks of <font color='#9370db'>Studying the Guide</font>"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_3"	"【Everlasting Harmony】 Reduces this relic’s level requirement by %additional_3_level_require%. On round change, has %chance_3%%% chance to instantly gain one hero level"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_4"	"【Thank You, Dear Reader】 If you have more than %check4% stacks of <font color='#9370db'>Studying the Guide</font>, gain +%exp_4%%% relic experience [×]"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_7"	"【In-Depth Reading+】 Increases the trigger chance of <font color='#9370db'>In-Depth Reading</font> to %chance_7%%%"  
"DOTA_Tooltip_ability_item_hd_exp_book_effects_additional_10"	"【Peak Perfection】Reading the guide grants %stack_10% initial stacks. The experience bonus from Thank you, faithful reader applies regardless of whether the relic is equipped. Once per game: instantly gain 1 level when picking up this relic."
"DOTA_Tooltip_modifier_item_hd_exp_book_effects"	"Studying the Guide"  
"DOTA_Tooltip_modifier_item_hd_exp_book_effects_Description"	"Has studied %dMODIFIER_PROPERTY_TOOLTIP% articles"  
"DOTA_Tooltip_modifier_item_hd_exp_book_effects_block"	"Learning Blocking Techniques"  
"DOTA_Tooltip_modifier_item_hd_exp_book_effects_block_Description"	"Gains damage block"  
"DOTA_Tooltip_modifier_item_hd_exp_book_effects_outgoing"	"Learning How to Deal Damage"  
"DOTA_Tooltip_modifier_item_hd_exp_book_effects_outgoing_Description"	"Increases outgoing damage"  

"DOTA_Tooltip_ability_item_hd_goled_gold_effects"	"Gargoyle's Greed"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_main_ability_title"	"Passive: Styx Greed"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_main_ability"	"Gains %gold% gold whenever you or your summoned units kill an enemy. Has a %chance%%% chance to forge a bag of gold from the enemy’s soul fragments."  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_Lore"	"This is MINE!"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_move_speed"	"+$move_speed"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_1"	"【More Gold】 Kill gold increased to %gold_1%"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_2"	"【Gold Rush】 Gain %gold_bonus_2%%% bonus gold"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_3"	"【More Gold+】 Kill gold increased to %gold_3%, forging chance increased to %chance_3%%%"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_4"	"【Ultimate Greed】 Every %interval_4% seconds, gain gold equal to %index_4%%% of your current gold. Killing enemies immediately reduces this effect’s remaining interval by %down_4% seconds"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_7"	"【One Step Ahead】 The forging chance of <font color='#9370db'>Styx Greed</font> increases to %chance_7%%%, and now directly grants gold which benefits from gold bonuses"  
"DOTA_Tooltip_ability_item_hd_goled_gold_effects_additional_10"	"【Pinnacle Perfection】The level requirement for equipping this relic is reduced by %additional_10_level_require% levels. Once per game: when acquiring this relic, gain %gold_10% gold immediately, regardless of whether the required level is met."
"DOTA_Tooltip_modifier_item_hd_goled_gold_effects"	"Ultimate Greed Timer"  
"DOTA_Tooltip_modifier_item_hd_goled_gold_effects_lv20"	"Gold Rush"  
"DOTA_Tooltip_modifier_item_hd_goled_gold_effects_lv20_Description"	"Greatly increased movement speed"  

"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects"	"Snowfall Chill Robe"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_main_ability_title"	"Command: Frost Nova"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_main_ability"	"Every %interval% seconds, summon a snow spirit to cast <font color='#9370db'>Frost Nova</font> on the nearest enemy within %radius% range of the self. This effect is also triggered when summoning a <font color='#9370db'>Spirit Summoning</font> summon.<br><br><font color='#9370db'>Frost Nova</font>: Deals <font color='#87ceeb'>Freeze</font> equal to full attack damage ×%damage% as cold magic damage to up to %max% enemies within %nova_radius% range of the target location.<br>Damage is attributed to the summoner, subject %summon_index%%% summon amplification"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_Lore"	"[Player Submission]: Design submission from player [Aihara Reine]."
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_bonus_summon_intensity"	"%+$summon_intensity"                 
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_1"	"【Mana Supply】Every %need_1%%% summon amplification reduces the automatic trigger interval of <font color='#9370db'>Frost Nova</font> by %interval_down_1% seconds, down to a minimum of %interval_down_max_1% seconds"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_2"	"【Bond of Frost】<font color='#9370db'>Frost Nova</font> amplification increased to %sunmmon_index_2%%% summon amplification"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_3"	"【Treasure Robe】Grants additional %summon_3%%% summon amplification"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_4"	"【Synergistic Ice Blast】Enemies hit by <font color='#9370db'>Frost Nova</font> take %incoming_4%%% increased damage from your <font color='#9370db'>Spirit Summoning</font> summons for %duration_4% seconds"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_7"	"【Blessing of the Snow Spirit】Increases total skill damage of your <font color='#9370db'>Spirit Summoning</font> summons by %outgoing_7%%% of your summon amplification [×]"
"DOTA_Tooltip_ability_item_hd_dingzhi_lingyin_effects_additional_10"	"【Pinnacle Perfection】The range of Frost Nova is increased to %radius_10%%, and all effects no longer restrict summons from Spirit Summoning"
"DOTA_Tooltip_modifier_item_hd_dingzhi_lingyin_effects_lv70"    "Blessing of the Snow Spirit"
"DOTA_Tooltip_modifier_item_hd_dingzhi_lingyin_effects_lv70"    "Total skill damage increased by %fMODIFIER_PROPERTY_TOOLTIP%%% [×]"
/////////////////////////////////////////////// Epic Quality: Level Requirement 18 //////////////////////////////////////////
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects"	"Rune Shackles"
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_main_ability_title"	"Passive: Energy Extraction"
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_main_ability"	"Reduces skill mana cost by %cost_down%%%, but casting non-toggle skills consumes %hp_cost%%% of your current HP."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_Lore"	"At least these shackles can bear witness to your limits.."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_bonus_mana"	"+$mana"                  
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_1"	"【Efficiency Boost】 Skill mana cost reduction increased to %cost_down_1%%%."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_2"	"【Runic Fluctuation】 When consuming HP reaches %line_2%%% of max HP, gain %cds_2%%% cooldown recovery speed for %duration_2% seconds."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_3"	"【Enhancement】 Provides an additional %mana_3% max mana."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_4"	"【Maniacal Caster】 Consumed HP when casting skills is converted into mana at %index_4%%% efficiency."
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_7"	"【Magic Conductor】 Gain %mana_7%%% bonus max mana 【+】"
"DOTA_Tooltip_ability_item_hd_nothing_chain_effects_additional_10" "【Pinnacle Perfection】<font color='#9370db'>Rune Wave</font> additionally provides %spell_10%%% Spell Amplification, and has a %chance_10%% chance to directly enter this state when casting a spell"
"DOTA_Tooltip_modifier_item_hd_nothing_chain_effects"	"Runic Fluctuation Progress"
"DOTA_Tooltip_modifier_item_hd_nothing_chain_effects_lv20"	"Runic Fluctuation"
"DOTA_Tooltip_modifier_item_hd_nothing_chain_effects_lv20_Description"	"Increased cooldown recovery speed"

"DOTA_Tooltip_ability_item_hd_helper_touch_effects"	"Sprite's Hand Wristguard"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_main_ability_title"	"Passive: Sprite Assistant"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_main_ability"	"Sprites orbit around you, increasing your spell cast range by %cast_range% units."
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_Lore"	"A magical wristguard that can touch nearby characters in the form of light orbs."
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_bonus_positive_amp"	"%+$positive_amp"                  
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_1"	"【Armor Support】 Every %interval_4% seconds, sprites fire a magic orb at the furthest allied hero within range who has either <font color='#9370db'>Stone Skin</font> or <font color='#9370db'>Aid</font> effects, extending their remaining duration by %duration_1% seconds"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_2"	"【Zeal】 The level requirement of this artifact is reduced by %additional_2_level_require%, and all sprite support effects benefit from %index_2%%% of your positive status duration amplification"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_3"	"【Fervent Support】 Every %interval_4% seconds, sprites throw a potion at the furthest allied hero within range who has either <font color='#9370db'>Elemental Weapon</font> or <font color='#9370db'>Giant Growth</font> effects, extending their remaining duration by %duration_3% seconds"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_4"	"【Trigger Support】 Every %interval_4% seconds, sprites fire an arcane ball at the furthest allied hero within range, granting them %cost_get_4% trigger points"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_7"	"【Support Enhancement】Gain %positive_amp_7%%% increased duration of positive effects, <font color='#9370db'>Armor Support</font>, <font color='#9370db'>Fervor Support</font>, and <font color='#9370db'>Trigger Support</font> now affect up to 2 targets"
"DOTA_Tooltip_ability_item_hd_helper_touch_effects_additional_10" "【Pinnacle Perfection】For <font color='#ffa075'>Luminancer</font> only: Triggers <font color='#ffa075'>Metamorphosis</font> every %interval_10% seconds, extending or refreshing the duration by %duration_10% seconds"

"DOTA_Tooltip_ability_item_hd_dead_sword_effects"	"Wail of the Eternal"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_main_ability_title"	"Passive: Void Punishment"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_main_ability"	"When taking effective damage from an enemy, applies <font color='#9370db'>Void Punishment</font> to them, causing them to lose %hp_lost%%% of their current health when attacking. This can trigger up to %count% times per enemy."
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_Lore"	"They established nations on our lands, and we will take back this world that belongs to us!!"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_bonus_health"	"+$health"                  
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_1"	"【Cursed Body】 When taking effective damage, heals yourself for %heal_1%%% of lost health"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_2"	"【Fanaticism】 Passively gain %incoming_2%%% damage reduction and %hp_2%%% of maximum health 【+】"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_3"	"【Oath of the Underworld】 Increases the trigger count of <font color='#9370db'>Void Punishment</font> to %count_3% times, also ensures the actual health lost does not fall below %min_3%%% of your maximum health"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_4"	"【Eye of the Void】 Increases the percentage of current health lost through <font color='#9370db'>Void Punishment</font> to %hp_lost_4%%%, also causes attacks to have a %chance_4%%% chance to miss"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_7"	"【Nourishment of the Dead】 Enemies killed by <font color='#9370db'>Void Punishment</font> restore %heal_7%%% of your lost health"
"DOTA_Tooltip_ability_item_hd_dead_sword_effects_additional_10" "【Pinnacle Perfection】<font color='#9370db'>Void Punishment</font> trigger count increased to %count_10% times, health loss changed to %hp_lost_4%%% of current health and %hp_lost_10%%% of maximum health"
"DOTA_Tooltip_modifier_item_hd_dead_sword_effects_debuff"	"Void Punishment"
"DOTA_Tooltip_modifier_item_hd_dead_sword_effects_debuff_Description"	"Attacks cause loss of health"

"DOTA_Tooltip_ability_item_hd_indentrue_head_effects"	"Crown of Effort Young Dragons"
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_main_ability_title"	"Passive: Cooperative Attack"
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_main_ability"	"Your <font color='#9370db'>Indenture Summon</font> will also summon a Young Dragon, which is considered a 'Indenture Summon' summon but does not trigger <font color='#9370db'>Cooperative Attack</font>.<br><br>Young Dragon: Melee attacker with %attack%%% of attack power inherited, %health%%% of health points inherited, and %armor%%% of armor value inherited. Lasts for %duration% seconds, with a maximum summon count of %max%."
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_Lore"	"The master of dragon taming has arrived"
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_bonus_base_damage"	"+$base_damage"                 
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_1"	"【Blazing Bite】 The Young Dragon's attacks have a %chance_1%%% chance to deal a critical strike of %crit_1%%% damage."
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_2"	"【Indenture Enhancement】 Damage dealt by your <font color='#9370db'>Indenture Summon</font> summons is increased by %outgoing_2%%%, and damage taken is reduced by %incoming_2%%% [×]."
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_3"	"【Indenture Enhancement+】 Total-Attack of your <font color='#9370db'>Indenture Summon</font> summons is increased by %bonus_attack_3%%%."
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_4"	"【Violent Evolution】 Maximum summon count is reduced to %max_4%%%, but the Young Dragon learns <font color='#9370db'>Chaotic: Fire Dragon Form</font>."
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_7"	"【Dragon Scale Blessing】 Armor of your <font color='#9370db'>Indenture Summon</font> summons is increased by %armor_7%%% 【+】"
"DOTA_Tooltip_ability_item_hd_indentrue_head_effects_additional_10" "【Pinnacle Perfection】Maximum summon count changed to %max_10%%, baby dragon's health inheritance and attack damage inheritance increased by %index_10%%% [×], size and attack range also increased"
"npc_hd_artifact_little_dragon"    "Young Dragon"

