"DOTA_Tooltip_ability_item_hd_Harlequin_green_hat"	"哈勒昆之帽<font color=\"#777777\">-第五梯队</font>"
// "DOTA_Tooltip_ability_item_hd_replica_of_venom_Description"	"<h1>消耗：使用</h1>喝下瓶中的神奇生物，你将获得2种效果：<br>侵蚀：你的身心将不断被侵蚀，每秒扣除当前生命值的3%%。<br>毒液之手：攻击距离增加20%%，对于近战单位有双倍效果。"
// "DOTA_Tooltip_ability_item_hd_replica_of_venom_Lore"	"装着一小部分毒液共生体的复制体的瓶子，你可以选择与其融合。但注意别被其吞没了你的思维。"
// "DOTA_Tooltip_ability_item_hd_replica_of_venom_Note0"	"额外的说明：不可逆转，但可以通过某种手段移除'侵蚀'。"


"DOTA_Tooltip_ability_item_hd_hermes_boots"	"赫尔墨斯之靴<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_hermes_boots_Description"	"<h1>主动：瞬间移动</h1>你可以瞬间移动到目标位置，即使你被眩晕了或死亡了也可以释放这个效果。<br><br>施法距离：1500<br><br>\n<h1>被动：闪跃</h1>你的急行施法距离将提升700，同时冷却时间降低至3秒。"
"DOTA_Tooltip_ability_item_hd_hermes_boots_Lore"	"被速度之神所祝福过的鞋子，其脚下配备的古代矮人工匠技艺的弹簧更是使你能达到瞬间移动般的速度。"
"DOTA_Tooltip_ability_item_hd_hermes_boots_Note0"	"额外的说明："
"DOTA_Tooltip_ability_item_hd_hermes_boots_bonus_move_speed"	"+$move_speed"


"DOTA_Tooltip_ability_item_hd_ice_ring"	"尤弥尔的霜冻戒<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_ice_ring_Description"	"<h1>主动：千年冰牢</h1>指定一名目标对其释放冰牢，冻结其15秒，目标期间无敌，可以对敌亦可对友释放，友军可以下达暂停指令解除冰封。<br><br>固定冷却时间：60秒"
"DOTA_Tooltip_ability_item_hd_ice_ring_Lore"	"初始之时生活着巨人尤弥尔，沙砾不存海洋不在，遑论清凉波涛；脚下没有土地，头顶没有天空；只有一道混沌的鸿沟，无处生芳草。包尔的儿子让大地升起，造就了光辉的米德加尔特。——《诗体埃达——女占卜者的预言》，第3—4节"
"DOTA_Tooltip_ability_item_hd_ice_ring_Note0"	"额外的说明：<br>不可驱散，不被增益或减免"
"DOTA_Tooltip_ability_item_hd_ice_ring_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_hd_ice_ring_bonus_mana"	"+$mana"
"DOTA_Tooltip_modifier_item_hd_ice_ring_buff"                   "千年冰牢"
"DOTA_Tooltip_modifier_item_hd_ice_ring_buff_Description"       "被困于无尽的冰之监牢" 

// Then went all the powers to their judgement-seats,the all-holy gods, and thereon held council, who should of the dwarfs race create, from the sea-giant's blood and livid bones.

"DOTA_Tooltip_ability_item_hd_fate_ring"	"命运改写指环<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_fate_ring_Description"	"<h1>消耗：命运改写</h1>最多可以移除20层风险骰子的负面效果，使用后戒指将破碎而无法再次使用。"
"DOTA_Tooltip_ability_item_hd_fate_ring_Lore"	"戒身上刻着古代文字，并散发着金色的光芒。虽然人们起初不明白这枚戒指到底有什么能力，但当他们佩戴上戒指后，脑海里都会接收到一个信息,即为这枚戒指所能。"
"DOTA_Tooltip_ability_item_hd_fate_ring_Note0"	"额外的说明：可赠与他人"


// Meticulously extracted from the touch of starlight, the light of a black hole, and the sound of a vacuum , this silver liquid forms a swirling , spiral galaxy when left to settle.

"DOTA_Tooltip_ability_item_hd_potion_of_planar"	"位面谐律药剂<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_potion_of_planar_Description"	"<h1>主动：饮用</h1>喝下药剂，你在15秒内将增加30%%的技能伤害，独立叠加，最多获得150%%加成。但在药效失效后你会受到精神损伤，减少双倍的技能伤害，独立叠加持续25秒。"
"DOTA_Tooltip_ability_item_hd_potion_of_planar_Lore"	"从与星光的接触、黑洞中的光和真空中的声音里精心提取出来的这种银色液体，在静置时形成一个漩涡状的螺旋星系。神奇的是，这种液体即使你喝下一些后也会自动补充。"
"DOTA_Tooltip_ability_item_hd_potion_of_planar_Note0"	"额外的说明：<br>不被增益影响"


"DOTA_Tooltip_modifier_item_hd_potion_of_planar"                   "位面谐律药剂"
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_Description"       "增加%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%技能伤害" 
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_debuff"                   "位面谐律药剂"
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_debuff_Description"       "减少%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%技能伤害" 


"DOTA_Tooltip_ability_item_hd_start_sword"	"星辰巨剑<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_start_sword_Description"	"<h1>被动：星辰之能</h1>携带这把武器每经过一个回合可以额外增加2%%的全额攻击力加成，最多获得10%%额外加成。"
"DOTA_Tooltip_ability_item_hd_start_sword_Lore"	"有一种材料，只存在于极地，吸收了无尽日月星辰的能量后会散发出蓝色的荧光，这便是星辰金属。利用星辰金属铸造的武器的锋利度可以达到其他材料所无法到达的高度，轻轻一挥便可切断钢铁。"
"DOTA_Tooltip_ability_item_hd_start_sword_Note0"	"额外的说明：<br>额外加成跟随英雄，不会因为卸下武器而重置。"
"DOTA_Tooltip_ability_item_hd_start_sword_bonus_damage"	"%+$full_damage"


"DOTA_Tooltip_ability_item_hd_thunder"	"雷之楔<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_thunder_Description"	"<h1>被动：引雷</h1>攻击时，有%chance%% 几率对敌人释放雷霆造成智力*%damage_index%点魔法伤害。\n<h1>被动：真霹实雳</h1>持有<font color=\"#777777\">[高阶雷击]</font>且其冷却完成时，引雷将被<font color=\"#777777\">[高阶雷击]</font>代替。\n<h1>被动：楔赋神权</h1>持有者的每点技能增强会提供%attack_speed_perspell%点攻击速度。\n<font color=\"#606060\"><i>这件装备释放高阶雷击时会使其进入冷却。</i></font>"
"DOTA_Tooltip_ability_item_hd_thunder_Lore"	"宙斯的神器，可放出威力无穷的闪电，象征着至高无上的神权。"
"DOTA_Tooltip_ability_item_hd_thunder_bonus_int"	"+$int"
"DOTA_Tooltip_ability_item_hd_thunder_bonus_attack_speed"	"+攻击速度"
"DOTA_Tooltip_ability_item_hd_thunder_bonus_spell_amp"	"%+技能增强"


"DOTA_Tooltip_ability_item_hd_eagle_ring"	"鹰眼戒指<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_eagle_ring_Description"	"<h1>消耗：融合</h1>捏碎指环使一部分能量与自身融合，你的所有致命一击伤害将提高10%%（仅一次）\n<h1>被动：看破</h1>你的所有致命一击伤害将提高30%%（乘法）"
"DOTA_Tooltip_ability_item_hd_eagle_ring_Lore"	"以侍奉“初始薪王”葛温的四骑士之一，“鹰眼”戈夫之名流传下来的戒指。"
"DOTA_Tooltip_ability_item_hd_eagle_ring_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_eagle_ring_bonus_agi"	"+$agi"
"DOTA_Tooltip_modifier_item_hd_eagle_ring_active"                   "鹰眼"
"DOTA_Tooltip_modifier_item_hd_eagle_ring_active_Description"       "增加10%%暴击伤害" 


"DOTA_Tooltip_ability_item_hd_galaxy_compass"	"银河罗盘<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Description"	"<h1>被动：空指针拒绝</h1>游戏结算时你必定或额外获得一本高阶技能书。（仅对自身生效）<br>\n<h1>被动：位面占卜术</h1><br>使BOSS技能掉落概率提升30%%。（与其他玩家可叠加）"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Lore"	"整个星系都在这个指南针的曲面玻璃内，这个罗盘可以使你找到某些你未曾找到的东西。"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_bonus_probability"	"%+$probability"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_bonus_all_attribute"	"+$all_attribute"


"DOTA_Tooltip_ability_item_hd_rivers_of_blood"	"尸山血海<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Description"	"<h1>被动：血祭斩</h1>攻击有15%%几率挥出一道斩击，并造成四次伤口流血，其中一次为攻击目标，其余3次在目标400范围内随机抽取。流血独立叠加固定持续10秒，每秒将对目标造成你全额攻击力3%%的物理伤害。<br><br>固定冷却时间：0.3秒<br>\n<h1>被动：怨血</h1>你造成的流血伤害增加30%%。"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Lore"	"芦苇之地的大剑客“老翁”的武器。斩人无数的诅咒刀。据说“鲜血君王”蒙格在亲身体会老翁的剑与疯狂之后，说出了提案：我赐给你吧──那抚平渴望的修罗生存之道。"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_modifier_item_hd_rivers_of_blood_debuff"                   "尸山血海"
"DOTA_Tooltip_modifier_item_hd_rivers_of_blood_debuff_Description"       "每秒受到持续伤害" 



"DOTA_Tooltip_ability_item_hd_int_ring"	"魔导圣戒<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_int_ring_Description"	"<h1>被动：睿智之思</h1>每点智力将额外提供5点魔法值加成（最多5000），如果主属性为智力则每点智力额外提供0.3点基础攻击力加成（最多200）。"
"DOTA_Tooltip_ability_item_hd_int_ring_Lore"	"匠神铸造的三枚圣戒之一，据说三枚戒指本为一体，因为其过于强力而被人为的分开了。其中象征着秩序与智慧的戒指是三戒之末，但如果没了它将无法正确的将能量进行排序。"
"DOTA_Tooltip_ability_item_hd_int_ring_Note0"	"额外的说明：<br>全才英雄无法获得基础攻击力加成效果。"
"DOTA_Tooltip_ability_item_hd_int_ring_bonus_int"	"%+$base_int"

"DOTA_Tooltip_ability_item_hd_str_ring"	"烈焰圣戒<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_str_ring_Description"	"<h1>被动：神力之躯</h1>每点力量将额外提供8点生命值加成（最多5000），如果主属性为力量则每点力量额外提供0.3点基础攻击力加成（最多200）。"
"DOTA_Tooltip_ability_item_hd_str_ring_Lore"	"匠神铸造的三枚圣戒之一，据说三枚戒指本为一体，因为其过于强力而被人为的分开了。其中象征着战争与力量的戒指是三戒最先打造的一枚，也是最为至关重要的的一枚，其蕴含的烈焰将熔铸万物。"
"DOTA_Tooltip_ability_item_hd_str_ring_Note0"	"额外的说明：<br>全才英雄无法获得基础攻击力加成效果。"
"DOTA_Tooltip_ability_item_hd_str_ring_bonus_str"	"%+$base_str"


"DOTA_Tooltip_ability_item_hd_agi_ring"	"迅敏圣戒<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_agi_ring_Lore"	"匠神铸造的三枚圣戒之一，据说三枚戒指本为一体，因为其过于强力而被人为的分开了。其中象征着平衡与敏捷的戒指是三戒之中，调和着能量的平衡。"
"DOTA_Tooltip_ability_item_hd_agi_ring_Description"	"<h1>被动：平衡之道</h1>每点敏捷将额外提供0.4点攻击速度加成，如果主属性为敏捷则每点敏捷额外提供0.3点基础攻击力加成（最多200）。"
"DOTA_Tooltip_ability_item_hd_agi_ring_Note0"	"额外的说明：<br>全才英雄无法获得基础攻击力加成效果。"
"DOTA_Tooltip_ability_item_hd_agi_ring_bonus_agi"	"%+$base_agi"

"DOTA_Tooltip_ability_item_hd_mul_ring"	"全知圣戒<font color=\"#777777\">-第六梯队</font>"
"DOTA_Tooltip_ability_item_hd_mul_ring_Description"	"<h1>被动：至尊</h1>每点力量提供10点生命值加成（最多8000）；每点敏捷将额外提供0.5点攻击速度加成；每点智力提供6点魔法加成（最多8000）；每点主属性额外提供0.4点基础攻击力加成（最多200）。"
"DOTA_Tooltip_ability_item_hd_mul_ring_Lore"	"匠神铸造的至尊戒指，拥有着无穷无尽的能力，其上限会根据佩戴者的强弱而变化，因此弱者佩戴它将毫无用处。"
"DOTA_Tooltip_ability_item_hd_mul_ring_Note0"	"额外的说明：<br>全才英雄取最高属性。"
"DOTA_Tooltip_ability_item_hd_mul_ring_bonus_attrubute"	"%+$base_all_attribute"


"DOTA_Tooltip_ability_item_hd_witch_crown"	"巫女头冠<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_witch_crown_Description"	"<h1>主动：强制豁免</h1>你可以忽略眩晕效果对自身施加一次强驱散，并且在此后3秒内获得持续强驱散效果。<br><br>\n<h1>被动：精神损伤</h1><br>如果你卸下装备，你的智力将永久扣除5点。"
"DOTA_Tooltip_ability_item_hd_witch_crown_Lore"	"巫女公主所佩戴的头冠，其蕴含的的力量可以使佩戴者免去一些负面状态。"
"DOTA_Tooltip_ability_item_hd_witch_crown_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_witch_crown_bonus_status_res"	"%+$status_resist"
"DOTA_Tooltip_ability_item_hd_witch_crown_bonus_int"	"+$int"
"DOTA_Tooltip_modifier_item_hd_witch_crown_debuff"                   "精神损伤"
"DOTA_Tooltip_modifier_item_hd_witch_crown_debuff_Description"       "减少智力" 
"DOTA_Tooltip_modifier_item_hd_witch_crown_active"                   "强制豁免"
"DOTA_Tooltip_modifier_item_hd_witch_crown_active_Description"       "持续驱散" 





"DOTA_Tooltip_ability_item_hd_viigil_signet"	"守夜法印<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_viigil_signet_Description"	"<h1>被动：战响</h1>当你被攻击时，守夜法印可以在攻击者身上刻下一层法印刻痕。携带法印刻痕的敌人将受到层数*5%%的额外伤害，层数没有上限但最大额外伤害为35%%，每次受到伤害时消耗一层印记。"
"DOTA_Tooltip_ability_item_hd_viigil_signet_Lore"	"守夜骑士团锻造武器的技艺毋庸置疑。这面纹章相传已见证十几次大战中百场的战斗，但是乍一看依然如新。"
"DOTA_Tooltip_ability_item_hd_viigil_signet_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_viigil_signet_bonus_str"	"+$str"
"DOTA_Tooltip_ability_item_hd_viigil_signet_bonus_armor"	"+$armor"
"DOTA_Tooltip_modifier_item_hd_viigil_signet_debuff"                   "战响"
"DOTA_Tooltip_modifier_item_hd_viigil_signet_debuff_Description"       "受到额外%dMODIFIER_PROPERTY_TOOLTIP%%%的伤害" 





"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb"	"残日狱衣<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Description"	"<h1>主动：狱火缠身</h1>消耗你20%%的生命值化为地狱之火，将获得伤害格挡能力，完全无效化伤害值小于你最大生命值1.5%%+200的伤害，同时每秒对你周围500范围内之多5名敌人造成你消耗生命值50%%的魔法伤害。<br><br>持续时间：15秒"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Lore"	"犹如披裹着太阳般高温，覆于身躯之上。若在毫无防备的状态下冒然接近装备者就会瞬间化作飞灰。"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Note0"	"额外的说明：<br>不会被护盾无效后禁用"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_bonus_armor"	"+$armor"
"DOTA_Tooltip_modifier_item_hd_remnant_sun_prison_garb_active"                   "狱火缠身"
"DOTA_Tooltip_modifier_item_hd_remnant_sun_prison_garb_active_Description"       "完全免疫%dMODIFIER_PROPERTY_TOOLTIP%以下的伤害" 




"DOTA_Tooltip_ability_item_hd_shield_of_aquila"	"天鹰之盾<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Description"	"<h1>被动：天鹰福佑</h1>周围友军提升10点护甲。40点攻击力与5点/秒的魔法恢复。<br><br>作用范围：1200"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Lore"	"天鹰早已死亡，不过仍有人在寻找这位著名的战争领袖留下的物品。— 卡牌牧神乔莉希亚"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Note0"	"额外的说明：<br>"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_bonus_all_attribute"	"+$all_attribute"
"DOTA_Tooltip_modifier_item_hd_shield_of_aquila_arua_effect"                   "天鹰福佑"
"DOTA_Tooltip_modifier_item_hd_shield_of_aquila_arua_effect_Description"       "攻击+%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%<br>防御+%dMODIFIER_PROPERTY_TOOLTIP%<br>魔法恢复+%dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT%" 



// It was Pierpont who helped broker the Claszureme Treaty, ensuring that Faceless Void would not wreak havoc with our time stream. In exchange, the Sapphire Conclave agreed to enforce a strict crackdown on Chronomancy. Most hourglasses on this plane were confiscated, but every now and again one turns up... usually in the possession of a wizard too foolish to understand the consequences of his actions
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass"	"超维视界沙漏<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Description"	"<h1>被动：时间操控</h1>当你受到大于最大生命值3%%的伤害时，你可以完全规避这次伤害，并消耗一点沙漏，沙漏点数每经过5秒会自动恢复一点，最多储存10点。"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Lore"	"皮尔庞特协助进行了超维视界条约的谈判，确保虚空假面不会对我们的时间流造成重大破坏。作为回报，蓝宝石教团同意对操纵时空实施严厉制裁。在这个时空里，多数沙漏都已遭到没收，但时不时，总会有一两个冒出来……通常是在哪个愚蠢至极、不懂后果的巫师手上。"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Note0"	"额外的说明："
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_bonus_cooldown"	"%+$cooldown_reduction"
"DOTA_Tooltip_modifier_item_hd_claszureme_hourglass_buff"                   "时间操控"






"DOTA_Tooltip_ability_item_hd_seraphim_shield"	"炽天使护盾<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Description"	"<h1>被动：充能反击</h1>受到来自正面100°的物理攻击时，可以吸收20%%的伤害储存起来（单次最多达到最大生命值的20%%），当储存值大于最大生命值的10%%后将对正面扇形区域发动一次盾反，对区域内至多七名敌人造成等于吸收伤害的物理伤害。<br><br>释放间隔：1秒"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Lore"	"并非每个人都适合正面冲突。"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Note0"	"额外的说明：<br>区域与神之谴责大致相同。"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_bonus_health_regen"	"+$hp_regen"

"DOTA_Tooltip_modifier_item_hd_seraphim_shield_buff"                   "充能反击"





"DOTA_Tooltip_ability_item_hd_rubick_cube"	"魔方之迷<font color=\"#777777\">-第五梯队</font>"
"DOTA_Tooltip_ability_item_hd_rubick_cube_Description"	"<h1>消耗：研究</h1>解开魔方的奥秘，你需要有两个'魔方之谜'，解谜完成后你的可学习最大技能数量+1。"
"DOTA_Tooltip_ability_item_hd_rubick_cube_Lore"	"拉比克发现了一个神秘的物质……"
"DOTA_Tooltip_ability_item_hd_rubick_cube_Note0"	"额外的说明：<br>你可以使用队友的魔方"
