//冰河纪元
"DOTA_Tooltip_ability_chaotic_ice_age"	"冰河纪元"
"DOTA_Tooltip_ability_chaotic_sky_fire_damage"	"陨石基础伤害："
"DOTA_Tooltip_ability_chaotic_sky_fire_bonus_damage"	"陨石额外伤害：主属性 ×"
"DOTA_Tooltip_ability_chaotic_sky_fire_damage_end"	"%陨石破碎伤害倍率："
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_1"              "不朽Ⅰ：神之力"
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_1_Description"  "若持有<font color='#9370db'>第十一卢恩·安姆</font>，则其造成的额外伤害减少%rune_1_crit_damage%%% [+]，但<font color='#9370db'>天碍震星</font>将必定触发其额外伤害；<br>若未持有<font color='#9370db'>第十一卢恩·安姆</font>，<font color='#9370db'>天碍震星</font>的伤害提高%rune_1_index%%% [×]"
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_2"              "不朽Ⅱ：毁灭"
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_2_Description"  "<font color='#9370db'>天碍震星</font>造成距离衰减伤害，落点中心的单位受到的伤害为%rune_2_index_max%%%，最远于离落点%rune_2_radius%点距离时受到的伤害为%rune_2_index_min%%%"
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_3"              "不朽Ⅲ：豪火血脉"
"DOTA_Tooltip_ability_chaotic_sky_fire_rune_3_Description"  "<font color='#9370db'>天碍震星</font>不再需要初始魔法值"

//雷神之怒
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath"	"雷神之怒"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_Description"	"对全地图至多%max%个敌人倾泻闪电，造成造成雷属性伤害并使他们眩晕，伤害会随施法者的最大魔法值增加而提高。<br><br>敌人<font color='#6481d9'>感电</font>时，雷神之怒对其造成的伤害总增%index%%% [×]。<br><br>雷神之怒的冷却时间固定，但可被技能恢复速度和冷却时间返还影响。"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_Lore"	"时空的乱流让技能异变。"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_basic_damage"	"基础伤害："
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_bonus_damage"	"额外伤害：主属性 ×"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_mp_damage"	"%额外伤害：最大魔法值 ×"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_duration"	"眩晕时间："
"DOTA_Tooltip_modifier_chaotic_Thundergods_Wrath_debuff"	"雷神之怒眩晕"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_cd"	"冷却时间："
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_1"              "不朽Ⅰ：引雷针"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_1_Description"  "释放时锁定全场生命值最高的敌人，从被此次雷神之怒击杀的敌人向其发射一次召雷弹，对其造成原伤害×%rune_1_index%%%的雷属性纯粹伤害"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_2"              "不朽Ⅱ：神圣之怒"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_2_Description"  "变为依次打击生命值从低到高的敌人，死于雷击的敌人会使剩余雷击伤害提高%rune_2_bonus%%% [+]，但也会消耗自身%rune_2_mp%%%最大魔法值"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_3"              "不朽Ⅲ：黯云雷涌"
"DOTA_Tooltip_ability_chaotic_Thundergods_Wrath_rune_3_Description"  "变为污染周围%rune_3_radius%范围内的区域%rune_3_duration%秒，每%rune_3_cd%秒对其内生命值最高的敌人发动一次效率为%rune_3_index%%%的单体雷神之怒。雷神之怒被视为雷、暗属性伤害。"

//超震声波
"DOTA_Tooltip_ability_chaotic_deafening_blast"	"超震声波"
"DOTA_Tooltip_ability_chaotic_deafening_blast_Description"	"向前方发射三道远距离的破坏性声波，对接触到的敌人造成火、冰、雷属性伤害，随后<font color='#9370db'>缴械</font>并击退其一段距离，被多道声波同时命中的敌人受到的后续伤害更低。"
"DOTA_Tooltip_ability_chaotic_deafening_blast_Lore"	"我们在此祈愿：世界将回归纯净的洁白，洁白的纯净。"
"DOTA_Tooltip_ability_chaotic_deafening_blast_knock_dis"	"击退距离："
"DOTA_Tooltip_ability_chaotic_deafening_blast_disarm_duration"	"缴械持续时间："
"DOTA_Tooltip_ability_chaotic_deafening_blast_damage"	"基础伤害："
"DOTA_Tooltip_ability_chaotic_deafening_blast_bonus_damage"	"额外伤害：主属性 ×"
"DOTA_Tooltip_ability_chaotic_deafening_blast_index"	"%多道音波伤害倍率："
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_1"              "不朽Ⅰ：完美的黄金回旋"
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_1_Description"  "声波的射程提升至%rune_1_long%%%，现在还会以螺旋形延迟发射一周声波，次级声波的射程逐级递减至原射程的%rune_1_short%%%"
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_2"              "不朽Ⅱ：暂无"
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_2_Description"  ""
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_deafening_blast_rune_3_Description"  ""

//精灵王
"DOTA_Tooltip_ability_chaotic_summon_sprite_king"	"精灵召唤：精灵王"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_Description"	"召唤使用<font color='#9370db'>焰击术</font>、<font color='#9370db'>寒冰锥</font>、<font color='#9370db'>连锁闪电</font>和<font color='#9370db'>真空</font>作战的精灵王。<br><br>【精灵强化】精灵王会展开光环大幅强化周围%ally_radius%范围内的<font color='#9370db'>精灵召唤</font>召唤兽，使他们获得全方位增幅，同时基于受影响的精灵数量提升自身的全额攻击力。"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_Lore"	"精灵王莫提鲁，精灵中的至尊。"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_base_damage"	"☆基础攻击力："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_bonus_damage"	"%攻击力继承："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_bonus_health"	"%生命值继承："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_bonus_armor"	"%护甲值继承："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_duration"	"持续时间："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_ally_attack"	"%精灵强化攻击力："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_ally_attack_speed"	"%精灵强化攻击速度："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_ally_armor"	"%精灵强化护甲："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_ally_self"	"%每个精灵提供全额攻击力："
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_max_count"	"最大同时召唤数："
"npc_hd_chaotic_sprite_king"  "精灵王·莫提鲁"
"DOTA_Tooltip_modifier_chaotic_summon_sprite_king_buff"	"精灵强化光环"
"DOTA_Tooltip_modifier_chaotic_summon_sprite_king_buff_Description"	"强化周围的<font color='#9370db'>精灵召唤</font>召唤兽，自身获得%fMODIFIER_PROPERTY_TOOLTIP%%%全额攻击力、%fMODIFIER_PROPERTY_TOOLTIP%%%伤害减免"
"DOTA_Tooltip_modifier_chaotic_summon_sprite_king_buff_effect"	"精灵共鸣"
"DOTA_Tooltip_modifier_chaotic_summon_sprite_king_buff_effect_Description"	"攻击力增加%fMODIFIER_PROPERTY_TOOLTIP%%%<br>攻击速度增加%fMODIFIER_PROPERTY_TOOLTIP%%%<br>护甲增加%fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_1"              "不朽Ⅰ：簇拥之灵"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_1_Description"  "<font color='#9370db'>精灵强化光环</font>下的每个精灵会为精灵王提供%rune_1_incoming%%%伤害减免 [+]，同时<font color='#9370db'>精灵强化光环</font>的效果提高%rune_1_bonus%%% [×]"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_2"              "不朽Ⅱ：暂无"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_2_Description"  ""
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_summon_sprite_king_rune_3_Description"  ""

//黑洞
"DOTA_Tooltip_ability_chaotic_black_hole"	"黑洞"
"DOTA_Tooltip_ability_chaotic_black_hole_Description"	"扭曲指定地点的时空结构，创造黑洞持续吸入周围的敌人并对其造成暗属性伤害。<br><br>黑洞的范围随释放者的主属性提高，并立刻杀死其内生命值低于%kill_line%%%的敌人。"
"DOTA_Tooltip_ability_chaotic_black_hole_Lore"	"你已经难逃一吸惹！"
"DOTA_Tooltip_ability_chaotic_black_hole_radius"	"基础范围："
"DOTA_Tooltip_ability_chaotic_black_hole_bonus_radius"	"额外范围：主属性 ×"
"DOTA_Tooltip_ability_chaotic_black_hole_damage"	"基础伤害："
"DOTA_Tooltip_ability_chaotic_black_hole_bonus_damage"	"额外伤害：主属性 ×"
"DOTA_Tooltip_ability_chaotic_black_hole_interval"	"伤害间隔："
"DOTA_Tooltip_ability_chaotic_black_hole_duration"	"最大持续时间："
"DOTA_Tooltip_ability_chaotic_black_hole_rune_1"              "不朽Ⅰ：星体同化"
"DOTA_Tooltip_ability_chaotic_black_hole_rune_1_Description"  "与黑洞融合并在自身位置展开，黑洞的范围总增%rune_1_radius%%% [×]，其内每个敌人使你在此期间的伤害总增%rune_1_outgoing%%% [×]，精英敌人提供的加成为%rune_1_index%倍。<br><br>黑洞结束时，回复你全部生命值和魔法值，并进入%rune_1_duration%秒无敌状态"
"DOTA_Tooltip_ability_chaotic_black_hole_rune_2"              "不朽Ⅱ：暂无"
"DOTA_Tooltip_ability_chaotic_black_hole_rune_2_Description"  ""
"DOTA_Tooltip_ability_chaotic_black_hole_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_black_hole_rune_3_Description"  ""

//恩赐解脱
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace"	"恩赐解脱"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_Description"	"攻击时，有几率造成毁灭性的致命一击，对于生命值低于一定比例的敌人，致命一击的倍率会提高。"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_Lore"	"一击毙命。"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_chance"	"%致命一击几率："
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_crit_mult"	"%致命一击倍率："
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_line"	"%生命值阈值："
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_crit_mult_add"	"%额外致命一击倍率 [+]："
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_1"              "不朽Ⅰ：暂无"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_1_Description"  ""
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_2"              "不朽Ⅱ：暂无"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_2_Description"  ""
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_Coup_De_Grace_rune_3_Description"  ""

//霜冻之箭
"DOTA_Tooltip_ability_chaotic_frost_arrows"	"霜冻之箭"
"DOTA_Tooltip_ability_chaotic_frost_arrows_Description"	    "在远程攻击中附加寒霜，造成额外冰属性伤害、减速和<font color='#87CEEB'>冻伤</font>。命中后弹射一次，不附带攻击效果。"
"DOTA_Tooltip_ability_chaotic_frost_arrows_damage"	        "伤害：全额攻击力×"
"DOTA_Tooltip_ability_chaotic_frost_arrows_freezing"	    "冻伤施加：全额攻击力×"
"DOTA_Tooltip_ability_chaotic_frost_arrows_move_slow"	    "移动速度减少："
"DOTA_Tooltip_ability_chaotic_frost_arrows_duration"	    "持续时间："
"DOTA_Tooltip_ability_chaotic_frost_arrows_radius"	        "弹射范围："
"DOTA_Tooltip_modifier_chaotic_frost_arrows_slow"                   "霜冻之箭"
"DOTA_Tooltip_modifier_chaotic_frost_arrows_slow_Description"       "移动速度减少%dMODIFIER_PROPERTY_TOOLTIP%<br>护甲减少%dMODIFIER_PROPERTY_TOOLTIP%"

"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_1"              "不朽Ⅰ：碎甲冰箭"
"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_1_Description"  "减速持续时间+%rune_1_duration%秒，独立叠加至多%rune_1_max_stack%层，每层-%rune_1_armor%点护甲"
"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_2"              "不朽Ⅱ：暂无"
"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_2_Description"  ""
"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_frost_arrows_rune_3_Description"  ""


//彗星
"DOTA_Tooltip_ability_chaotic_tri_comet"	"触发技：彗星"
"DOTA_Tooltip_ability_chaotic_tri_comet_Description"	    "<h1>触发：彗星</h1>自动施法：消耗触发点数，对周围至多%count%个<font color='#87CEEB'>冻伤</font>敌人降下彗星，造成大量冰属性伤害和<font color='#87CEEB'>冰冻</font>。<br><br>无触发点数时也可生效，但会消耗魔法且冷却时间翻倍。"
"DOTA_Tooltip_ability_chaotic_tri_comet_cooldown"	    "冷却时间："
"DOTA_Tooltip_ability_chaotic_tri_comet_find_radius"	"索敌范围："
"DOTA_Tooltip_ability_chaotic_tri_comet_mana_cost"	    "触发点不足时魔法消耗："
"DOTA_Tooltip_ability_chaotic_tri_comet_cost"	        "触发点数消耗："
"DOTA_Tooltip_ability_chaotic_tri_comet_damage"	        "基础伤害："
"DOTA_Tooltip_ability_chaotic_tri_comet_bonus_damage"	"额外伤害：主属性×"
"DOTA_Tooltip_ability_chaotic_tri_comet_radius"	        "爆炸范围："
"DOTA_Tooltip_ability_chaotic_tri_comet_duration"	    "冰冻持续时间："

"DOTA_Tooltip_ability_chaotic_tri_comet_rune_1"              "不朽Ⅰ：神秘涌流"
"DOTA_Tooltip_ability_chaotic_tri_comet_rune_1_Description"  "彗星个数-%rune_1_count%，最终范围-%rune_1_radius%，伤害总降%rune_1_damage%%%，但会变为三个一组降下。"
"DOTA_Tooltip_ability_chaotic_tri_comet_rune_2"              "不朽Ⅱ：破碎灭绝"
"DOTA_Tooltip_ability_chaotic_tri_comet_rune_2_Description"  "彗星伤害总增%rune_2_damage%%%。但仅对<font color='#87CEEB'>冰冻</font>敌人触发且不会施加<font color='#87CEEB'>冰冻</font>。"
"DOTA_Tooltip_ability_chaotic_tri_comet_rune_3"              "不朽Ⅲ：暂无"
"DOTA_Tooltip_ability_chaotic_tri_comet_rune_3_Description"  ""
