"DOTA_Tooltip_ability_item_hd_Harlequin_green_hat"	"Harlequin's Hat<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_Description"       "Spell amp increased by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%" 
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_debuff"                   "Potion of Planar Infusion"
"DOTA_Tooltip_modifier_item_hd_potion_of_planar_debuff_Description"       "Spell amp reduced by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%" 



"DOTA_Tooltip_ability_item_hd_start_sword"	"Aster Giant Sword<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_start_sword_Description"	"<h1>Passive: The power of Aster</h1>Carrying this weapon can increase the full attack damage bonus by 2%% every time you pass a round, up to 10%%."
"DOTA_Tooltip_ability_item_hd_start_sword_Lore"	"There is a material that only exists in the polar regions. After absorbing the energy of the endless sun, moon and stars, it will emit blue fluorescence. This is the aster metal.The sharpness of the weapon made of aster metal can reach the height that other materials can't reach, and the steel can be cut with a flick."
"DOTA_Tooltip_ability_item_hd_start_sword_Note0"	"Note: <br>The additional bonus will follow the hero,it will not be reset when the weapon is unloaded."
"DOTA_Tooltip_ability_item_hd_start_sword_bonus_damage"	"%+$full_damage"


"DOTA_Tooltip_ability_item_hd_thunder"	"Thunder Wedge<font color=\"#777777\"> - Tier 5</font>"
"DOTA_Tooltip_ability_item_hd_thunder_Description"	"<h1>Passive: Draw Lightning</h1>Attacks have a %chance%% chance to unleash a bolt of lightning, dealing %damage_index% times Intelligence in magical damage.\n<h1>Passive: True Thunderclap</h1>When holding <font color=\"#777777\">[Advanced Lightning Strike]</font> and its cooldown is complete, Draw Lightning is replaced by <font color=\"#777777\">[Advanced Lightning Strike]</font>.\n<h1>Passive: Empowerment of the Wedge</h1>Each point of Spell Amplification provides %attack_speed_perspell% bonus attack speed to the wielder.\n<font color=\"#606060\"><i>This item triggers the cooldown of Advanced Lightning Strike when it is used.</i></font>"
"DOTA_Tooltip_ability_item_hd_thunder_Lore"	"A divine artifact of Zeus, capable of unleashing devastating lightning bolts, symbolizing supreme divine authority."
"DOTA_Tooltip_ability_item_hd_thunder_bonus_int"	"+$int"
"DOTA_Tooltip_ability_item_hd_thunder_bonus_attack_speed"	"+Attack Speed"
"DOTA_Tooltip_ability_item_hd_thunder_bonus_spell_amp"	"%+Spell Amplification"


"DOTA_Tooltip_ability_item_hd_eagle_ring"	"Hawk Ring<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_eagle_ring_Description"	"<h1>Consumption: Integration</h1>Crush the ring to fuse some energy with yourself, and all your critical damage will be increased by 10%% (only once)\n<h1>Passive: See Through</h1>All your critical damage will be increased by 30%% (Multiplication)"
"DOTA_Tooltip_ability_item_hd_eagle_ring_Lore"	"One of the special rings granted to the four knights of Gwyn. The Hawk Ring belonged to Hawkeye Gough."
"DOTA_Tooltip_ability_item_hd_eagle_ring_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_eagle_ring_bonus_agi"	"+$agi"
"DOTA_Tooltip_modifier_item_hd_eagle_ring_active"                   "Hawkeye"
"DOTA_Tooltip_modifier_item_hd_eagle_ring_active_Description"       "Increase critical damage by 10%%(Multiplication)" 


"DOTA_Tooltip_ability_item_hd_galaxy_compass"	"Galaxy compass<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Description"	"<h1>Passive: Null Pointer Rejection</h1>At the end of the game, you must obtain an additional Advanced spell book. (Only valid for itself)<br>\n<h1>Passive: Plane Divination</h1><br>Increase the drop probability of BOSS spell by 30%%. (It can be stacked with other players)"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Lore"	"An entire galaxy is housed within the curved glass of this compass.This compass allows you to find something you haven't found."
"DOTA_Tooltip_ability_item_hd_galaxy_compass_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_galaxy_compass_bonus_probability"	"%+$probability"
"DOTA_Tooltip_ability_item_hd_galaxy_compass_bonus_all_attribute"	"+$all_attribute"


"DOTA_Tooltip_ability_item_hd_rivers_of_blood"	"Rivers of Blood<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Description"	"<h1>Passive: Blood Sacrifice Chop</h1>Attack has a 15%% chance to swing a chop and cause four wounds to bleed, one of which is the attack target, the remaining three times were randomly selected within the target 400 range. Bleed independently and stack for a fixed duration of 10 seconds, causing 3%%*stack of your full attack damage to the target every second.<br><br>Fixed cooldown time: 0.3 seconds<br>\n<h1>Passive: Blood Feud</h1>The bleeding damage you caused increased by 30%%。"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Lore"	"Weapon of Okina, swordsman from the Land of Reeds. A cursed weapon that has felled countless men. When Mohg, the Lord of Blood, first felt Okina's sword, and madness, upon his flesh, he had a proposal, to offer Okina the life of a demon, whose thirst would never go unsated."
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_hd_rivers_of_blood_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_modifier_item_hd_rivers_of_blood_debuff"                   "Rivers of Blood"
"DOTA_Tooltip_modifier_item_hd_rivers_of_blood_debuff_Description"       "Take continuous damage every second" 



"DOTA_Tooltip_ability_item_hd_int_ring"	"Arcane Ultimate Ring<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_int_ring_Description"	"<h1>Passive: The Thinking of Wise</h1>Gain an additional 5 mana points bonus for each INT(up to 5000).If the main attribute is Intelligence, each point of Intelligence, gain an additional 0.3 base attack damage bonus for each INT (up to 200)."
"DOTA_Tooltip_ability_item_hd_int_ring_Lore"	"One of the three Ultimate rings forged by the craftsman god. It is said that the three rings were originally one, but they were separated because they were too strong. The ring, which symbolizes order and wisdom, is the last one of the Three Rings, but without it, the energy cannot be sorted correctly.."
"DOTA_Tooltip_ability_item_hd_int_ring_Note0"	"Note: <br>Universal heroes cant gain bonus attack damage effects."
"DOTA_Tooltip_ability_item_hd_int_ring_bonus_int"	"%+$base_int"

"DOTA_Tooltip_ability_item_hd_str_ring"	"Ember Ultimate Ring<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_str_ring_Description"	"<h1>Passive: The Body of Divine Power</h1>Gain an additional 8 health bonus for each STR(up to 5000).If the main attribute is Strength,gain an additional 0.3 base attack damage bonus for each STR (up to 200)."
"DOTA_Tooltip_ability_item_hd_str_ring_Lore"	"One of the three Ultimate rings forged by the craftsman god. It is said that the three rings were originally one, but they were separated because they were too strong.The ring, which symbolizes war and power, is the first and most important one of the Three Rings. The flame contained in it will melt everything."
"DOTA_Tooltip_ability_item_hd_str_ring_Note0"	"Note: <br>Universal heroes cant gain bonus attack damage effects."
"DOTA_Tooltip_ability_item_hd_str_ring_bonus_str"	"%+$base_str"


"DOTA_Tooltip_ability_item_hd_agi_ring"	"Nimble Ultimate Ring<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_agi_ring_Description"	"<h1>Passive: The Way of Balance</h1>Gain an additional 0.4 attack speed bonus for each AGI.If the main attribute is Agility,gain an additional 0.3 base attack damage bonus for each AGI (up to 200)."
"DOTA_Tooltip_ability_item_hd_agi_ring_Lore"	"One of the three Ultimate rings forged by the craftsman god. It is said that the three rings were originally one, but they were separated because they were too strong. The ring, which symbolizes balance and agility, is the center of the Three Rings, harmonizing the balance of energy."
"DOTA_Tooltip_ability_item_hd_agi_ring_Note0"	"Note: <br>Universal heroes cant gain bonus attack damage effects."
"DOTA_Tooltip_ability_item_hd_agi_ring_bonus_agi"	"%+$base_agi"

"DOTA_Tooltip_ability_item_hd_mul_ring"	"All Knowing Ultimate Ring<font color=\"#777777\">-6th echelon</font>"
"DOTA_Tooltip_ability_item_hd_mul_ring_Description"	"<h1>Passive: Overlord</h1>Gain an additional 10 health bonus for each STR(up to 8000). Gain an additional 0.5 attack speed bonus for each AGI. Gain an additional 6 mana points bonus for each INT(up to 5000);Gain an additional 0.4 base attack damage bonus for each main attribute (up to 200)."
"DOTA_Tooltip_ability_item_hd_mul_ring_Lore"	"The supreme ring forged by the craftsman god has endless power. Its upper limit will change according to the power of the wearer, so it will be useless for the weak to wear it."
"DOTA_Tooltip_ability_item_hd_mul_ring_Note0"	"Note: <br>Universal heroes take the highest attribute as primal attribute."
"DOTA_Tooltip_ability_item_hd_mul_ring_bonus_attrubute"	"%+$base_all_attribute"



"DOTA_Tooltip_ability_item_hd_witch_crown"	"Witch Head Crown<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_witch_crown_Description"	"<h1>Active:Compulsory Immunity</h1>You can ignore the stun effect and apply a strong dispel to yourself, and obtain a continuous strong dispel effect for 3 seconds.<br><br>\n<h1>Passive:Mental Impairment</h1><br>If you remove this item if it is activing, your INT will be permanently deducted by 5 points."
"DOTA_Tooltip_ability_item_hd_witch_crown_Lore"	"The crown worn by the witch princess has the power to save the wearer from some negative states."
"DOTA_Tooltip_ability_item_hd_witch_crown_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_witch_crown_bonus_status_res"	"%+$status_resist"
"DOTA_Tooltip_ability_item_hd_witch_crown_bonus_int"	"+$int"
"DOTA_Tooltip_modifier_item_hd_witch_crown_debuff"                   "Mental Impairment"
"DOTA_Tooltip_modifier_item_hd_witch_crown_debuff_Description"       "Reduce INT" 
"DOTA_Tooltip_modifier_item_hd_witch_crown_active"                   "Compulsory Immunity"
"DOTA_Tooltip_modifier_item_hd_witch_crown_active_Description"       "Continuous dispel" 





"DOTA_Tooltip_ability_item_hd_viigil_signet"	"Viigil Signet<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_viigil_signet_Description"	"<h1>Passive:Battle Sound</h1>When you are attacked, the Viigil Signet can carve a stack of seal on the attacker.The enemies who carry the mark will take additional damage by 5%% *stack. There is no upper limit for the number of stacks, but the maximum additional damage is 35%%. Each time the target take damage, it will consume a stack of mark."
"DOTA_Tooltip_ability_item_hd_viigil_signet_Lore"	"Few can deny the weaponcraft of the Vigil Knights. This crest is said to have seen battle in a dozen wars, yet those who look upon it believe it to be new."
"DOTA_Tooltip_ability_item_hd_viigil_signet_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_viigil_signet_bonus_str"	"+$str"
"DOTA_Tooltip_ability_item_hd_viigil_signet_bonus_armor"	"+$armor"
"DOTA_Tooltip_modifier_item_hd_viigil_signet_debuff"                   "Battle Sound"
"DOTA_Tooltip_modifier_item_hd_viigil_signet_debuff_Description"       "Take additional %dMODIFIER_PROPERTY_TOOLTIP%%% damage" 





"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb"	"Remnant Sun Prison Garb<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Description"	"<h1>Active:Remnant Sun</h1>Consume 20%% of your current HP and turn it into Hell Fire, you will gain damage block ability and completely invalidate damage with damage value less than 1.5%% of your maximum HP+200, at the same time, you will cause damage = 50%% of your lost HP to up to 5 enemies within 500 ranges every second.<br><br>Duration: 15 seconds"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Lore"	"It is as hot as the sun, covering the body. If you approach the wearer without any precaution, you will turn into fly ash instantly."
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_Note0"	"Note: <br>Not affected by shield disabled"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_hd_remnant_sun_prison_garb_bonus_armor"	"+$armor"
"DOTA_Tooltip_modifier_item_hd_remnant_sun_prison_garb_active"                   "Remnant Sun"
"DOTA_Tooltip_modifier_item_hd_remnant_sun_prison_garb_active_Description"       "Full immunization Damage below %dMODIFIER_PROPERTY_TOOLTIP%" 




"DOTA_Tooltip_ability_item_hd_shield_of_aquila"	"Shield of Aquila<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Description"	"<h1>Passive:Aquila Blessing</h1>Grants 10 armor, 40 bonus attack damage and 5 mana regeneration to nearby allies.<br><br>Range: 1200"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Lore"	"Aquila is long since dead, but there are those who still seek out items of the famed warlord.— Jolixia, The Card Faun"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_Note0"	"Note: "
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_hd_shield_of_aquila_bonus_all_attribute"	"+$all_attribute"
"DOTA_Tooltip_modifier_item_hd_shield_of_aquila_arua_effect"                   "Aquila Blessing"
"DOTA_Tooltip_modifier_item_hd_shield_of_aquila_arua_effect_Description"       "Attack Damage+%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%<br>Armor+%dMODIFIER_PROPERTY_TOOLTIP%<br>Mana Regen+%dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT%" 



"DOTA_Tooltip_ability_item_hd_claszureme_hourglass"	"Claszureme Hourglass<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Description"	"<h1>Passive: Time Contral</h1>When you take damage greater than 3%% of your maximum HP, you can completely avoid this damage and consume a point of hourglass. The hourglass points will automatically recover one charge every 5 seconds, up to 10."
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Lore"	"It was Pierpont who helped broker the Claszureme Treaty, ensuring that Faceless Void would not wreak havoc with our time stream. In exchange, the Sapphire Conclave agreed to enforce a strict crackdown on Chronomancy. Most hourglasses on this plane were confiscated, but every now and again one turns up... usually in the possession of a wizard too foolish to understand the consequences of his actions"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_Note0"	"Note:"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_hd_claszureme_hourglass_bonus_cooldown"	"%+$cooldown_reduction"
"DOTA_Tooltip_modifier_item_hd_claszureme_hourglass_buff"                   "Time Contral "






"DOTA_Tooltip_ability_item_hd_seraphim_shield"	"Seraphim Shield<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Description"	"<h1>Passive: Charging Counterattack</h1>When receiving a physical attack from the front(Front angle=100°), you can store 20%% of the damage(up to 20%% of your maximum HP in a single attack), when the stored value is greater than 10%% of your maximum HP, a shield counter will be launched against the front sector area, deal physical damage equal to absorbing damage to up to 7 enemies in the area.<br><br>Release Interval: 1 second"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Lore"	"Conflict is not for everyone."
"DOTA_Tooltip_ability_item_hd_seraphim_shield_Note0"	"Note:<br>The effect aura is roughly the same as God's Rebuke."
"DOTA_Tooltip_ability_item_hd_seraphim_shield_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_hd_seraphim_shield_bonus_health_regen"	"+$hp_regen"

"DOTA_Tooltip_modifier_item_hd_seraphim_shield_buff"                   "Charging Counterattack"




"DOTA_Tooltip_ability_item_hd_rubick_cube"	"Rubick's Cube<font color=\"#777777\">-5th echelon</font>"
"DOTA_Tooltip_ability_item_hd_rubick_cube_Description"	"<h1>Consumption: Research</h1>To solve the mystery of the Rubik's Cube, you need to have two 'Rubick's Cube'. After the puzzle is solved, the maximum number of spells you can learn will plus 1."
"DOTA_Tooltip_ability_item_hd_rubick_cube_Lore"	"Rabik found a mysterious Rubick"
"DOTA_Tooltip_ability_item_hd_rubick_cube_Note0"	"Note: <br>You can use the cube of your teammates"
"DOTA_Tooltip_modifier_item_hd_rubick_cube_buff"                   "Rubick's Cube-Researching"
"DOTA_Tooltip_modifier_item_hd_rubick_cube_active"                   "Rubick's Cube-Researce completed"










